id,text,true_label,pred_label,p_positive,error_type
ARAL_1718,"Stories being covered today by Monitoring from Central Asian broadcast, press and social media sources.
Uzbekistan says 24 Afghans held for illegal border crossing
Uzbekistan's State Security Service (SSS) has said a border island on the Amu Darya River is under the full 
control of its border troops following an incident on 21 August involving Afghan nationals. In a statement via its 
official channel on Telegram messenger, the Uzbek border service said that on 21 August 24 citizens of 
Afghanistan violated the state border and illegally crossed into Surkhandarya Region's Aral Paygambar island - the 
territory of Uzbekistan.
They ""put up resistance"" to an Uzbek border unit that arrived at the site, but were held in an operation ""in order to 
establish their identities and conduct investigative measures"", the statement says. ""It has been established that the 
reason behind the border incident was the illegal extraction of licorice root, which grows in large quantities in the 
border area of Uzbekistan,"" it adds.
Uzbek leader meets US Congress members
President Shavkat Mirziyoyev yesterday received a US delegation including Congressmen Trent Kelly and Darin 
LaHood to discuss further developing strategic partnership relations and expanding multi-faceted cooperation 
between the two countries, the Uzbek leader's press service reported the same day. ""It was noted with satisfaction 
that a high level of bilateral relations had been achieved in recent years. Productive contacts and mutual visits have 
been expanding. The trade between the countries grew by 53% last year and by another 20% since the beginning 
of this year,"" the report said.
President Mirziyoyev highly rated the fruitful operation of the Caucus on Uzbekistan in the US Congress, it said. 
The sides also discussed expanding mutually beneficial cooperation in healthcare, education, agriculture, industry 
and high technology, it added.
Page 2 of 2
BBCM Central Asia Watchlist for 23 August
 
The same day the US congressmen also held separate talks with Uzbekistan's acting Foreign Minister Vladimir 
Norov to discuss developing trade and investment cooperation, as well as the situation in Afghanistan, the Uzbek 
Foreign Ministry reported. The sides paid particular attention to expanding inter-parliamentary contacts, deepening 
dialogue in the political, trade, investment, academic, cultural and humanitarian spheres. They also exchanged 
views on the current situation in Afghanistan and expressed readiness for further cooperation to prevent the difficult 
humanitarian situation that is developing in this country, the report said.
Kazakh leader holds security meeting to discuss arms purchase
President Kasym-Zhomart Tokayev yesterday chaired a meeting of the country's Security Council that discussed 
the production and purchase of weapons, as well as export control in this area, privately-owned news website 
KazTAG reported the same day. Tokayev also heard reports delivered by First Deputy Prime Minister Roman 
Sklyar, Minister of Industry and Infrastructure Development Kairbek Uskenbayev and Defence Minister Ruslan 
Zhaksylykov, the report said without elaborating. ""Following the meeting, the president gave relevant instructions to 
state bodies,"" it concluded.
Kyrgyzstan mourns 14 victims of road accident in Russia
Today is the national day of mourning in Kyrgyzstan for the country's 14 citizens who died in a road accident in 
Russia's Ulyanovsk Region on 21 August. ""The accident ... has shocked each of us. This irreparable loss has left a 
deep pain in the hearts of all of us,"" President Sadyr Japarov said yesterday. ""Dear compatriots, this tragedy is a 
great grief for all our people. In this regard, I declare 23 August the Day of General Mourning in the territory of the 
Kyrgyz Republic.""
According to media reports citing the Russian Interior Ministry, at least 16 people were killed in the accident, of 
whom 14 have been identified as migrant workers from Kyrgyzstan. Another three Kyrgyz nationals are in a serious 
condition in hospital after the accident. President Japarov ordered the government to send a plane to bring home 
the bodies of the victims.
Source: Central Asian media 23 Aug 22
Load-Date: August 23, 2022",N,Y,0.9213576,false_positive
ALSK_22059,"By Isabel Inclán. Correspondent
Ottawa, 5 Dec (Notimex).-people and organizations of human rights in the Mexican State of Puebla began today to denounce in cities of Canada, environmental damage and the violation of human rights caused by the gold and silver exploration project of the Almadén mine in the region's stock.
The Group of settlers will meet in Ottawa, Vancouver and Kamloops officials, legislators, trade unionists and human rights defenders to try to stop the mining operations.
According to the complainants, the Canadian mining company ""lied"" to its investors and Mexican authorities, as they explained to Notimex members of the Association that accompanies them.
The civil organization project on organization, development, education and research (power) reported that the Commission is formed by six people.
These include Ignacia Serrano, Alejandro Marreros, Francisca Zamora and Ignacio Carmona (originarinarios stock), as well as Benjamin Cokelet, director of the civil organization and Eugenia López, Director of strategic link.
The group said that Almaden Minerals has affected the environment and drinking water, since perforated 236 holes further evidence of those authorized by the Mexican laws and drilled the local aquifer, endangering the community access to drinking water and threatening its food security.
Also highlights that the mining company deceived investors because he told them that the place where it is intended to establish the mine is uninhabited when actually there are 20 thousand people.
Moreover, Almaden not reported that it faces ""several legal proceedings underway against the project, including a nullity trial that seeks to cancel the exploration permit in the area owned by the company for having violated the Mexican environmental regulations"".
Rosario Taracena, Member of power, said that the group will hold a press conference in the Federal Parliament in Ottawa, he will meet with the maximum Trade Union Association (Canadian Labour Congress) and the Vice-President of the Committee of human rights in the Chamber of Commons.
Also it plans to carry out a sit-in at the headquarters of the mining company in Vancouver, British Columbia.
""It seeks to put pressure on Canada to make mining companies more responsible in the country operating, because this is not an isolated case, the situation is repeated in other Latin American countries,"" added Taracena.
They denounce that Almadén ""hired Knight Piésold Engineering drafting its environmental impact statement, while it's the same company that Mount Polley worked for Canadian tailings dam"".
They will indicate that that company was ""involved in 2014 environmental disaster in British Columbia,"" when they spilled eight million cubic meters of toxic waste into the Lake Polley, Hazeltine Brook and the Quesnel Lake.
Furthermore, they ensure that Almaden plans to build a dam in waste tailings on land that the indigenous community currently used for agriculture.
They will demand that the Mexican Government suspended the project stock, Almaden inform their investors that the project involves ""big economic and legal risks"", and that the Canadian Government to ensure that this and other Canadian mining companies respected the human rights in their operations.
On its official internet site, Almaden ensures that in the region of stock being ""built long-term relationships in communities close to the Ixtaca project"".
Also that despite the fact that it is only in exploration ""on behalf of the shareholders, invest in training and health and social welfare projects"".
In April of last year, 180 environmental and social organizations from 16 countries delivered a letter to the first Minister Justin Trudeau to demand reforms to regulate the action of the mining companies of Canada involved in violations of human rights and in Latin America.
The letter refers to the study entitled ""The impact of Canadian in Latin America mining and the responsibility of Canada"", which was presented to the Inter-American Commission on human rights (IACHR), the Mission of Canada to the OAS, the Canadian Ministry of Foreign Affairs and the Embassy of the country in the 22 mining projects examined by a coalition of social, environmental and academic bodies.
The undersigned organizations are considered vital to mining companies and the Canadian Government to respect the right of indigenous peoples to self-determination and to free, prior and informed consent, before any mining activities on their territories.
Mexico close to 200 Canadian mining companies have exploration and extraction projects, told Notimex Carlos Espinosa, President of the Canadian monarch Minerals mining and who worked for Toronto Stock Exchange TSX as director of business development in the mining sector at the global level.

Load-Date: December 20, 2017",N,Y,0.9884919,false_positive
BLZE_3200,"Grantee:  Sarteneja Alliance for Conservation and Development  
Area Of Work:  Climate Change Mitigation  
Operational Phase:  Phase 5  
Grant Amount: US$ 39,829.50

Co-Financing in-Kind: US$ 45,648.00  
Description : Corozal Bay Wildlife Sanctuary is considered an eco-regional priority site within the Mesoamerican reef. The large, transboundary, estuarine system has a high degree of natural resource integrity, with large expanses of mangroves and seagrass providing important ecosystem services to the adjacent coastal communities. However, the area is also identified as at the highest national risk of climate change impacts, with more frequent heat waves and droughts, less predictable, more intense rainfall leading to increased flooding, and rising sea levels with associated saline intrusion. This, in a district with the highest rate of poverty increase and heavy reliance on climate-dependent agriculture and fishing, makes three of these communities - Sarteneja, Chunox and Copper Bank - among the most vulnerable in Belize. Community consultations in all three communities have demonstrated that 100% of the participants surveyed (n=67, including community leaders, small farmers, fishermen, tour guides, women, teachers and students,) consider that neither they nor their communities are prepared for climate change and the significant impacts it is predicted to have on the area, its natural resources and community livelihoods.  
This project, developed by the community-based Sarteneja Alliance for Conservation and Development (SACD) following a series of community consultations, focuses on strengthening management interventions for climate change adaptation for Corozal Bay Wildlife Sanctuary and its primary stakeholder communities, building awareness in Sarteneja, Chunox and Copper Bank of the value of the Wildlife Sanctuary and its coastal mangroves in protecting and assisting the communities in adapting to climate change. It also focuses on the critical need to assist communities and those community sectors identified as most at risk to take their first steps towards adaptation, increasing community resilience and decreasing community vulnerability. This is to be achieved through 1) building climate change resilience in the highly vulnerable, local artisanal fishing industry; 2) increasing awareness of climate change, its predicted impacts and potential adaptation mechanisms in these communities, with the associated development of participatory community adaptation plans.

The project benefits from collaboration with the National Climate Change Office, the Faculty of Science and Technology of the University of Belize, El Colegio de la Frontera Sur (Quintana Roo), the Belize Fisheries Department and Wildtracks

these organizations will be providing capacity building and training support for project activities.  
Grantee Contact  
Mr. Joel Verde  
Phone: 501 614 8244  
Email: sacdsarteneja@gmail.com  
Address  
North Front Street, Sarteneja Village  
Cor 
Project completion date : 2016-11-30 12:00:00  
Major organization : SGP THE GEF SMALL GRANTS PROGRAMME  

Address : UNDP Belize,3rd Floor,

Lawrence Nicholas Building Complex ,  
P.O. Box 53,South Ring Road,  
Belmopan, Central America  

Country :Belize 
Email : philip.balderamos@undp.org  

Url : http://www.gefsgp.org 

Financier : Global Environment Facility Small Grants Programme (SGP),

Load-Date: February 4, 2015",N,Y,0.72095805,false_positive
ARAL_6922,"Ismatilla Ergashev, Special Representative of the President of Uzbekistan to Afghanistan, affirmed Afghanistan's right to draw water from the Amu Darya border river during a recent roundtable discussion, which was part of International Partnership Initiatives Week, as reported by AKIPress.  
Uzbekistan has established a joint commission with Afghanistan to address the development of the Qosh Tepa Canal by the Taliban administration, which wants to provide steady volumes of irrigation water to Afghan farmers. Afghanistan has historically not staked a substantial claim to a share of water from the river and there are concerns that disagreements between Afghanistan and its Amu Darya border neighbours, namely Tajikistan, Uzbekistan and Turkmenistan, could break out if it eventuates that the canal proves ""thirsty"" and there is not enough water to satisfy everyone's needs.  
Ergashev reportedly emphasised the collaborative nature of the Qosh Tepa endeavour, claiming: ""There is no confrontation with the Taliban on this issue."" He further noted: ""The Afghan people also have the right to use water from the Amu Darya river. There are no problems between us. The question is which country will use how much, as well as the quota for its use, taking into account the shallowing of the river.""  
The Qosh Tepa Canal is set to span 285 kilometres (177 miles), with a width of 100 metres and a depth of 8.5 metres.   
The canal is projected to divert up to 10 cubic kilometres of water annually, representing around 20% of the river's total volume.   
Experts have warned that this could diminish the water supply flowing into Uzbekistan, intensifying the need for coordinated water resource management to secure a consistent water supply.  
Historically, the Qosh Tepa Canal concept dates back to the 1950s when it was first proposed by British planners. It was later revisited by Russian and American authorities.   
The project was officially announced by the Taliban administration in March 2022. The canal will start from a point along the Amu Darya in Afghanistan's Balkh region.  
Even without the canal, Central Asia is projected to face an annual water deficit ranging from five to 12 cubic kilometres by 2028-2029. 

Load-Date: October 29, 2024",N,Y,0.994615,false_positive
BLZE_1070,"By Aaron Humes: The managers of the three major hydroelectric dams along the Macal River, Fortis Belize, says it ""has all hands on deck at the Mollejon, Chalillo and Vaca dams.""
While the country may be currently in the last of the dry season, Fortis notes that in this time of shortage, ""water collected during the rainy season allows us to generate hydroelectricity at maximum capacity to send to the grid.""
With national capacity at 93 megawatts, Fortis claims that on Thursday it supplied nearly half that capacity and ""will continue to generate as much electricity possible to meet energy needs.""
Advertise with the mоѕt vіѕіtеd nеwѕ ѕіtе іn Belize ~ We offer fully customizable and flexible digital marketing packages. Your content is delivered instantly to thousands of users in Belize and abroad! Contact us at mаrkеtіng@br еаkіngbеlіzеnеwѕ.соm or call us at 501-612-0315.
Content is copyrighted and requires written permission for reprinting in online or print media. Theft of content without permission/payment is punishable by law.

Load-Date: May 4, 2024",N,Y,0.69471705,false_positive
HLMD_6854,"The Taliban in unofficial meetings with Iranian officials said they recognize the Helmand River Treaty signed between Afghanistan and Iran in 1973, an official from Iran's foreign ministry has said.
According to the treaty, Afghanistan is committed to sharing the water from the Helmand River with Iran and will supply 26 cubic meters of water per second, or 850 million cubic meters per annum.
Former president Ashraf Ghani had repeatedly said Afghanistan would not give water free of charge to any country, especially to Iran.
Rasoul Mousavi, general director of the Iranian foreign ministry's west Asia department, said on Thursday in a meeting that the Taliban in their unofficial meetings with Iranian officials have recognized the 1973 treaty.
Mousavi has also said the recent developments in Afghanistan (Taliban) could turn into a strategic threat against Iran's national interests unless changes happens in the government.
""If the Taliban government with the current thought and format gets established in Afghanistan, it definitely will be a strategic threat against our country's national interests. There is no doubt about it,"" he said.
Although the Islamic Emirate has not rejected or confirmed the remarks of the Iranian official, they have sparked reactions among the people and analysts.
Attaullah Afghan, the former head of the Helmand provincial council, said the level of water has lowered in Helmand River, and said that the river's water flow into Iran should not be allowed.
""Iran's request for water is not accepted to the Helmand people because they themselves face a water shortage,"" he said.
""The Iranians want Afghanistan's water to not be managed properly,"" said Hamid Mujadadi, a university lecturer.
Tariq Farhadi, a political analyst, said Mousavi's remarks are not valid because Iran has not recognized the Islamic Emirate and they cannot reaffirm such treaties. ""Remarks of the Iranian official are completely baseless. When has the Taliban signed it? When they were not in power? So that signature is not valid. If they signed after coming to power, Iran has not recognized their government,"" he said.
Ghani had said he will give water to the neighboring countries in exchange for oil, but will not give it away for free.

Load-Date: June 21, 2022",N,Y,0.9869795,false_positive
ARAL_14206,"Link to Image
Link to Story
Ashgabat, Turkmenistan, Oct. 1By Huseyn Hasanov - Trend:Ashgabat has put forward initiatives to preserve the Caspian Sea and save the Aral Sea,Trendreports referring to the UN News Center.Turkmen Deputy Prime Minister and Foreign Minister Rashid Meredov has voiced Turkmenistan's priorities in the international arena from the rostrum of the UN General Assembly.""We will persistently promote the idea of ​​forming the UN Special Program for the countries of the Aral Sea basin,"" Meredov emphasized, inviting all interested parties to participate in consultations on this topic.'Ecology and environmental protection are priority areas of activity of the Turkmen government,' the minister said.One of the important issues on Turkmenistan's agenda is the problem of the use of water resources. Ashgabat insists that it must be resolved on the basis of universally recognized norms of international law.""Water issues must be considered on the basis of the principles of mutual respect, consent and consideration of the interests of all countries located in the basins of transboundary rivers, watercourses and border lakes,"" the minister said.'Turkmenistan opposes the construction of big hydraulic structures on transboundary rivers, believing that such projects are associated with great environmental, socio-economic and humanitarian risks,' he added.Meredov also called on international organizations to participate more actively in the consideration of water issues.Moreover, Turkmenistan stands for active international cooperation in the field of ensuring peace and security and believes that the UN should play a central role in these efforts.'The countries should seek a reasonable balance between the national interests and the interests of the entire international community,' the minister added.""The key condition is the restoration and establishment of trust and predictability as the most important factor in building constructive relations in the international arena and making balanced and responsible decisions,"" Meredov added.In this context, Turkmenistan proposed declaring 2021 the International Year of Peace and Confidence. 
'The General Assembly supported this idea by adopting the corresponding resolution earlier this month,' the minister added.He also said that Ashgabat will celebrate the 25th anniversary of international recognition of Turkmenistan's permanent neutrality next year.The International Conference on Peace and Security, which will be held in Ashgabat in December 2020, is timed to this date.

Load-Date: December 19, 2019",N,Y,0.97262347,false_positive
ARAL_513,"Text of report by website of privately-owned Tajik online news agency Avesta on 15 December
Avesta Online, 15 December: The Global Environment Facility (GEF) Council has agreed to support the Food and 
Agriculture Organisation (FAO) projects in Azerbaijan and Tajikistan totalling $12.5 million, the FAO reports.
These projects will contribute to the achievement of the global sustainable development goals (SDGs), especially 
those related to sustainable water management (SDG 6) and the conservation of terrestrial ecosystems (SDG 15).
The two new initiatives will, firstly, reduce (and reverse) land degradation and conserve biodiversity in protected 
areas, and secondly, implement sustainable water management together with neighbouring Afghanistan.
""In an upstream country like Tajikistan, the Global Environment Facility's support for trans-boundary water 
resources management, combined with the FAO's expertise, will contribute to long-term positive development effect 
in participating countries and other countries located downstream,"" Oleg Guchgeldyev, FAO Representative in 
Tajikistan, said, commenting on the approval of the project.
The Panj River is a tributary of the Amu Darya, along which a significant part of the border of Afghanistan and 
Tajikistan passes. Recent temperature changes have begun to affect the Panj River Basin, including water flow and 
an increased risk of droughts and floods.
FAO's five-year project will institutionalise trans-boundary water resources management between Tajikistan and 
Afghanistan in the Panj sub-basin. The project will support the creation of a new functional mechanism and the 
promotion of efficient trans-boundary water resources management to manage interrelated trade-offs in the river 
basin.
The two countries will conduct a joint diagnostic analysis that takes into account climate change, environmental 
flows and development trade-offs, which will serve as the basis for the development of a trans-boundary water 
management strategy and action programme. Subsequently, countries will jointly implement pilot water 
Page 2 of 2
Tajikistan to receive UN funds for water resources management
 
management and climate change activities to effectively reduce drought and flood risks and manage water and land 
resources sustainably, and share results and experiences.
The project also aims to improve the knowledge of key partners, intensify participatory processes, and ensure 
gender equality.
Source: Avesta website, Dushanbe, in Russian 1513 gmt 15 Dec 20
Load-Date: January 4, 2021",N,Y,0.9693242,false_positive
ARAL_2396,"11 April 2022 (Asian Development Bank) ADB is working with the government to modernize the Yovon irrigation and drainage system in the lower Vakhsh river basin by making it more climate and disaster resilient.
The project will modernize irrigation canals and associated structures, install energy-efficient water pumps, and upgrade drainage structures. By using satellites to measure water productivity and crop production, and a buried pipe system with metering for increased control of irrigation water use, the project has a strong innovation and technological component.
The project will help mainstream gender policies in water users' associations and in the Agency for Land Reclamation and Irrigation to increase women's involvement in management and access to services.

Load-Date: April 12, 2022",N,Y,0.84645087,false_positive
LKCH_44956,"2023 DEC 12 (NewsRx) -- By a News Reporter-Staff News Editor at NewsRx Science Daily -- Researchers detail new data in resource research. According to news reporting from the University of Douala by NewsRx journalists, research stated, ""A multi-tracer approach has been implemented in the southwestern part of the Lake Chad Basin to depict the functioning of aquifers in terms of recharge, relationship with surface water bodies, flow paths and contamination."" 
 Financial supporters for this research include International Atomic Energy Agency. 
 Our news correspondents obtained a quote from the research from University of Douala: ""The results are of interest for sustainable water management in the region. The multi-layered structure of the regional aquifer was highlighted with shallower and intermediate to deep flow paths. The shallower aquifer is recharged with rainwater and interconnected with surface water. The groundwater chemistry indicates geogenic influences in addition to a strong anthropogenic fingerprint."" 
 According to the news reporters, the research concluded: ""The intermediate to deep aquifer shows a longer residence time of groundwater, less connection with the surface and no to only a little anthropogenic influence. Ambient Levels (ABLs) and Threshold Values (TVs) show the qualitative status of the groundwater bodies and provide helpful information for water resources protection and the implementation of new directives for efficient and more sustainable groundwater exploitation."" 
 For more information on this research see: Groundwater Resources of the Transboundary Quaternary Aquifer of the Lake Chad Basin: Towards a Better Management via Isotope Hydrology. Resources, 2023,12(12). (Resources - http://www.mdpi.com/journal/resources). The publisher for Resources is MDPI AG. 
 A free version of this journal article is available at https://doi.org/10.3390/resources12120138. 
 Our news editors report that more information may be obtained by contacting Fricelle Song, Faculty of Sciences, University of Douala, Douala P.O. Box 24157, Cameroon. Additional authors for this research include Bertil Nlend, Suzanne Ngo Boum-Nkot, Frederic Huneau, Gustave Nkoue Ndondo, Emilie Garel, Thomas Leydier, Helene Celle, Boris Djieugoue, Marie-Joseph Ntamak-Nida, Jacques Etame.  
 ORCID is an identifier for authors and includes bibliographic information. The following is ORCID information for the authors of this research: Bertil Nlend (orcid.org/0000-0001-7961-1901), Frederic Huneau (orcid.org/0000-0002-8014-6805), Emilie Garel (orcid.org/0000-0002-3745-9574). 
 Keywords for this news article include: University of Douala, Resource Research, Science. 
 Our reports deliver fact-based news of research and discoveries from around the world. Copyright 2023, NewsRx LLC 

Load-Date: December 12, 2023",N,Y,0.7756048,false_positive
HLMD_6592,"By BBC Monitoring
The Afghan Taliban administration has reached an agreement with Iran to implement the Hirmand river (Helmand) water treaty, the private Tolo News TV channel reported on 20 June.
The Taliban's Ministry of Energy and Water said that in the current year, Helmand river's water will be shared with Iran based on the Helmand Water treaty signed between the two countries in 1973.
A senior official of the MoEW, Barakutullah Aryubi, said that both sides have agreed to establish stations and facilities on their respective sides along the Helmand River.
""Both sides have insisted on full implementation of the treaty which serves each of the two countries. However, there are some issues facing the implementation of the treaty which should be addressed,"" he said.
The official also said that efforts are under way to complete the construction of the Kamal Khan Dam.
""The MoEW is serious about the completion of construction of the Kamal Khan Dam to address the problems of the people,"" Aryubi stated.
Observers also talked about the significance of construction of dams for economic growth as well as for improving the agriculture sector in Afghanistan.
Helmand River has been the subject of a long-running dispute between Afghanistan and Iran. Based on a 1973 agreement, Afghanistan is committed to deliver an average of 820m cubic metres of water per annum to Iran. This water runs into Hamun marshland along the length of its common border.
See: Explainer: Iran-Afghanistan disputes over water resources
Source: Tolo News TV in Dari 1330 gmt 20 Jun 22

Load-Date: June 23, 2022",N,Y,0.9932025,false_positive
MPUT_176,"The head of the local election brigade for Maputo province of Mozambique's ruling Frelimo Party, Veronica Macamo, on Thursday accused opposition candidates of plagiarizing the Frelimo election manifestos, since they had no ideas of their own.
""Sometimes I feel sad when, after our candidate has promised to set up a municipal transport company, I hear an opposition candidate say exactly the same thing"", she said. ""When the Frelimo candidate promise to improve the water supply , the opposition says the same, but in a light-minded fashion, with no prior study"".
The independent television station, STV, then asked Jose Samo Gudo, candidate of the main opposition party, the former rebel movement Renamo, for mayor of the city of Matola, for his opinion of Macamo's attack. He brushed aside the charge of plagiarism - but plagiarism was on display as he spoke, for his supporters were singing a well known Frelimo song. They had just adjusted the lyrics slightly so that it now praised Renamo.
Meanwhile the daily paper ""O Pais"" has witnessed intimidation of opposition supporters in the northern city of Nampula. Reporters watched as a brigade from the country's third largest party, the PDD (Party for Peace, Development and Democracy) attempted to campaign in the Gulamo market, in the Napipine neighbourhood..
The head of this market ordered a group of apparently drunken youths to expel the PPD supporters from the market and destroy all their campaign material.
The Renamo spokesperson in Nampula, Arnaldo Chalaua, told ""O Pais"" that his party's election posters were being torn down by children whom he believed were being used by Frelimo.
Local officials admit that violence is taking place in Nampula, but blame it on criminal elements pretending to be Frelimo supporters. The Napipine neighbourhood secretary, who identified himself to ""O Pais"" only as Felizardo, admitted that ""groups of anti-social elements"", claiming to be Frelimo members, were committing ""acts of vandalism"", mainly at night. He denied that the real Frelimo had anything to do with such behaviour.
In the central city of Beira, the Frelimo candidate, Lourenco Bulha, ran into a snag when he tried to inaugurate three standpipes in the neighbourhood of Inhamizua. Supporters of the current mayor, Daviz Simango, mobilized Inhamizua residents to boycott the ceremony and to flypost Simango's posters in the area.
The secretary of Inhamizua neighburhood, Alberto Zino, told ""O Pais"", that Bulha retaliated by sending his son and another campaign worker to remove the taps from one of the standpipes and thus deprive the area of water. The population immediately informed Simango, who contacted the chairperson of the government's Water Supply Assets and Investment Fund (FIPAG) and the Beira FIPAG delegate. The water supply at the Inhamizua standpipe was restored within 20 minutes.
However, Frelimo dismisses this story as fictional. Cremilde Sabino, the representative of the central state in Beira, denied that Bulha had sabotaged the Inhamizua water supply, although it was true that Simango's supporters had boycotted the ceremony.
As for complaints that Bulha should not be inaugurating public works when he is merely a candidate, Sabino said there was no problem since the central government is a Frelimo government and Bulha is a Frelimo candidate.
Zino had claimed that the new standpipe had operated for six days before Bulha sabotaged it. In fact, said Sabino, it was only on Thursday that she had ordered the taps to be installed. 
Meanwhile, the Renamo candidate in Beira has threatened to sue a journalist on the weekly paper ""Magazine Independente"" (MI) for writing in this week's issue that supporters of Simango had prevented him from campaigning in one of the Beira neighbourhood. Pereira claimed that the journalist (whom he did not name) had been paid by Simango to damage his image.

Load-Date: November 14, 2008",N,Y,0.66421366,false_positive
JORD_11732,"An agreement has been ratified by the Israel, Jordan and the Palestinian Authority to lay a pipeline between the Red Sea and the Dead Sea, which would offer all three with fresh water.
At the World Bank in Washington, D.C, the pact was inked, establishing a project called the Two Seas Canal.
The project would add about 100 million cubic meters of water a year from the Red Sea to the Dead Sea to slow the drying up of the latter.
A seawater desalination plant in Aqaba, Jordan would also be set up to offer fresh water yearly for all three signatories. 
The project is being financed by the World Bank at a cost of $200 million to $400 million, with the three signatories to repay the bridge loans being used.
In an interview with the Israeli daily Yediot Acharonot, Silvan Shalom, Israel  s minister of energy and water, declares the inking of the agreement.<p class='syndigate_disclaimer'>Copyright © Euclid Infotech Pvt. Ltd.

Load-Date: December 12, 2013",N,Y,0.6408606,false_positive
LKCH_4882,"Title: Sustainable water resources management of the Lake Chad Basin; Module: Organisational advice for the Lake Chad Basin Commission  
Commissioned by: German Federal Ministry for Economic Cooperation and Development (BMZ)  
Country: Chad; member states of the Lake Chad Basin Commission: Niger, Nigeria, Cameroon, Chad, Central African Republic, Libya  
Lead executing agency: Lake Chad Basin Commission  
Overall term: 2011 to 2017  
Context  
Since 1960, the maximum seasonal expansion of Lake Chad has shrunk from 30,000 sq km to around 2,500 sq km. Climate variations, population growth, dam building, large-scale irrigation projects in the catchment area, and the extensive extraction of groundwater have all contributed to a reduction in the size of the lake and its capacity for regeneration.  
Around 37 million people live in the region of the Chad Lake basin, most of them farmers, livestock farmers and fishing communities. The disappearance of the available water resources is causing the decline of the fisheries and threatening biodiversity. Additional new settlements built on the dried-out lakebed are increasing the pressure on the aquifer system due to increased agricultural production. Slash-and-burn agriculture encourages desertification. These factors are leading to food insecurity and social tensions; they are worsening poverty and prompting migration trends.  
Founded in 1964, the Lake Chad Basin Commission is charged with overseeing and coordinating water projects and protecting the natural resources. It is responsible for regulating and monitoring water usage, and acts as a mediator in cases of dispute. It is the only institution accepted by all six of the lake states for the resolution of any cross-border problems that arise. The programme   Sustainable water resources management for Lake Chad   was launched to support the Commission in coping with its varied challenges.  
Objective  
The efficacy, efficiency and know-how of the Lake Chad Basin Commission have been strengthened for the long term.  
Approach  
This project, in which GIZ and the German Federal Institute for Geosciences and Natural Resources (BGR) are cooperating with the Lake Chad Basin Commission, focuses on the provision of advisory services to the Commission. To achieve sustainability, the Commission works independently, though with the support of GIZ and BGR, to carry out the activities that are decided upon collectively within the programme. Organisational advice and knowledge management (development and adaptation of the existing information and database system) have been identified as the main areas in which the Commission should receive support in order to be able to fulfil its tasks on a sustained basis.  
The reorganisation of the Commission, which first began in 2009, has so far failed to accommodate the expectations of the lake states. The current status of reform implementation is therefore being evaluated by the project as one of its organisational development 

country :ChadCopyright © Euclid Infotech Pvt. Ltd.

Load-Date: February 15, 2014",N,Y,0.9329437,false_positive
,"The Columbia River Inter-Tribal Fish Commission issued the following news release:
Indian Country was front and center at the national conference of the American Fisheries Society. Staff from the Columbia River Inter-Tribal Fish Commission (CRITFC) and its member tribes were featured throughout this week's prestigious event that was held in Portland, Oregon.
Over the course of the four-day event, CRITFC and tribal staff gave over 27 presentations, displayed 7 research posters, screened 2 documentaries, and were an integral part of the conference's development and operations. Yakama Nation tribal leader Gerald Lewis provided the conference's invocation. CRITFC Executive Director Paul Lumley gave the plenary session welcome address to the more than 3,500 fishery professionals from all over the world. Staff presentations highlighted the diversity of their work in genetics, harvest management, cutting-edge fisheries research, sturgeon and lamprey biology, climate change, and many others.
CRITFC, along with several other Columbia River basin tribes and First Nations, received the American Fisheries Society's 2015 William E. Ricker Resource Conservation Award. This award acknowledges singular accomplishments or long-term contributions that advance aquatic resource conservation at a national or international level. The AFS Past Presidents Advisory Council recognized tribal leadership and their work in creating a common vision for restoring ecosystem function and resiliency to the Columbia River Watershed.
During his plenary speech, CRITFC Executive Director Paul Lumley called upon scientist to address climate change, stating, ""when the tribes signed the treaties of 1855 we didn't anticipate climate change. But climate change is here. The warming waters and dying fish are an urgent matter and we need your help.""
The American Fisheries Society is the world's oldest and largest organization dedicated to strengthening the fisheries profession, advancing fisheries science, and conserving fisheries resources. This week's conference was the 145th national conference for the organization.
Copyright Targeted News Services
AutoTriage6yd 150821 30VitinMar-5250436 30VitinMar

Load-Date: August 21, 2015",N,Y,0.71183175,false_positive
ARAL_12889,"Link to Image
Link to Story
Baku, Azerbaijan, July 12 Trend: A business delegation from Switzerland headed by the Minister of Economy, Education and Scientific Research of the Confederation Johann Schneider-Ammann arrived in Uzbekistan on July 12,'UzDaily' news portal reported. The delegation of Switzerland arrived to familiarize with the progress of social and economic reforms implemented in Uzbekistan and to discuss the expansion of bilateral cooperation. The delegation included representatives of a number of companies, banks, economic departments of Switzerland. Within the framework of the visit, the delegation will hold talks in the ministries and other structures of Uzbekistan, visit a number of enterprises. Also, the business circles will take part in the business forum. The delegation will also visit Samarkand, where it will get acquainted with the implementation of the Swiss-funded project to develop the irrigation network, as well as observe activities of a local enterprise specializing in the supply of dried fruits, vegetables. Switzerland is one of the leading trade and economic partners of Uzbekistan in Europe. According to the results of 2017, bilateral trade amounted to $154.5 million. In Uzbekistan, 84 companies operate with the participation of Swiss capital. Follow Trend on Telegram. Only most interesting and important news MENAFN1207201801870000ID1097153807

Load-Date: July 12, 2018",N,Y,0.9219218,false_positive
